Crop,SeedVariety,Season,SoilType,Soil_pH,WaterRequirement,TemperatureC,RainfallMM,HumidityPercent,State,SowingMonth,HarvestMonth,HarvestTimeDays,CommonDisease,PestControl,FertilizerType,FertilizerKgPerAcre,AverageMarketPriceINR_perKg, 
Lupin,Pant U 19,Zaid,Alluvial,7.6,Medium,35,1764,55,Uttar Pradesh,February,July,170,Bacterial Blight,Integrated Pest Management,Potash,29,142,
Lupin,Arka Anamika,Rabi,Alluvial,6.7,High,31,1481,43,Haryana,September,November,79,Mildew,Crop Rotation,Potash,119,55,
Lupin,Samrat,Rabi,Black Soil,7.3,Medium,23,1801,66,Madhya Pradesh,August,November,200,Bacterial Blight,Chemical Pesticide,Compost,102,111,
Lupin,Varuna,Rabi,Black Soil,5.7,High,25,621,80,Telangana,March,November,67,Wilt,Chemical Pesticide,DAP,120,106,
Lupin,Kufri Bahar,Zaid,Alluvial,7,Low,29,1108,72,Andhra Pradesh,April,March,144,Leaf Spot,Neem Oil Spray,DAP,58,72,
Lupin,Co 0238,Zaid,Clayey,5.7,Low,18,485,85,Maharashtra,August,July,165,Bacterial Blight,Chemical Pesticide,Compost,48,28,
Lupin,KBSH 41,Zaid,Clayey,5.6,Medium,34,592,75,Andhra Pradesh,February,November,136,Leaf Spot,Chemical Pesticide,Compost,39,61,
Lupin,Pusa Kranti,Zaid,Alluvial,7.3,Medium,22,794,84,Punjab,September,July,173,Wilt,Neem Oil Spray,Potash,88,82,
Lupin,GPU 45,Rabi,Clayey,6.8,Low,23,1806,63,Haryana,July,April,100,Leaf Spot,Neem Oil Spray,Potash,29,48,
Lupin,Kadiri 6,Rabi,Loamy,7.6,Medium,36,2197,47,Bihar,July,September,192,Blight,Chemical Pesticide,Potash,32,85,
Canary Seed,MTU1010,Rabi,Clayey,5.7,Low,18,702,53,Karnataka,August,May,100,Wilt,Integrated Pest Management,Nitrogen,50,101,
Canary Seed,Pant U 19,Annual,Loamy,7.4,Medium,27,2058,56,Maharashtra,October,February,126,Bacterial Blight,Biological Control,Compost,90,17,
Canary Seed,Ganga 5,Annual,Loamy,6.8,Medium,29,427,90,Karnataka,August,November,136,Leaf Spot,Chemical Pesticide,DAP,86,31,
Canary Seed,ICPL 87119,Annual,Loamy,7.4,High,32,1589,70,Tamil Nadu,April,February,81,Bacterial Blight,Integrated Pest Management,Potash,104,134,
Canary Seed,Kadiri 6,Zaid,Clayey,6.5,Low,25,630,58,Madhya Pradesh,February,October,81,Leaf Spot,Chemical Pesticide,Potash,84,35,
Canary Seed,Pusa Vishal,Zaid,Alluvial,7.6,High,22,1521,76,Haryana,July,August,194,Mildew,Biological Control,Compost,38,101,
Canary Seed,Varsha Uphar,Rabi,Loamy,6.8,Medium,28,709,49,Madhya Pradesh,November,September,200,Rust,Biological Control,Compost,120,84,
Canary Seed,LBG 20,Rabi,Sandy Loam,5.7,Low,34,490,68,Odisha,June,May,96,Bacterial Blight,Crop Rotation,Nitrogen,69,26,
Canary Seed,Pusa Basmati 1509,Kharif,Black Soil,6.3,Medium,19,672,58,West Bengal,October,August,87,Bacterial Blight,Biological Control,Nitrogen,50,96,
Canary Seed,Pusa Red,Zaid,Black Soil,7,Low,26,1317,55,Maharashtra,August,May,100,Mildew,Chemical Pesticide,Potash,102,129,
Job's Tears,JS 335,Rabi,Black Soil,6.2,Low,23,893,65,Andhra Pradesh,January,February,177,Rust,Chemical Pesticide,Potash,114,131,
Job's Tears,Pant Shubhra,Annual,Loamy,7.7,High,31,714,76,Andhra Pradesh,January,November,107,Leaf Spot,Chemical Pesticide,DAP,29,74,
Job's Tears,UPAS 120,Annual,Sandy Loam,5.8,Medium,33,2029,48,Madhya Pradesh,November,November,131,Leaf Spot,Integrated Pest Management,Potash,66,82,
Job's Tears,Samba Mahsuri,Rabi,Sandy Loam,6.2,Low,25,910,40,Madhya Pradesh,August,November,200,Leaf Spot,Chemical Pesticide,Nitrogen,35,43,
Job's Tears,Agrifound Light Red,Zaid,Loamy,6.5,High,22,1164,55,Gujarat,October,August,200,Blight,Biological Control,NPK,59,28,
Job's Tears,Varsha Uphar,Rabi,Loamy,5.8,High,24,1866,60,Punjab,April,July,105,Bacterial Blight,Integrated Pest Management,Compost,67,140,
Job's Tears,RHB 121,Kharif,Sandy Loam,6.2,Medium,30,1246,90,Karnataka,June,July,200,Leaf Spot,Crop Rotation,DAP,90,61,
Job's Tears,KBSH 41,Zaid,Black Soil,6.7,High,22,715,55,Punjab,January,February,107,Bacterial Blight,Integrated Pest Management,NPK,38,128,
Job's Tears,Arka Vikas,Zaid,Alluvial,5.7,Low,33,1983,51,Kerala,June,September,77,Leaf Spot,Chemical Pesticide,Compost,32,13,
Job's Tears,HD 2967,Kharif,Black Soil,6.4,Low,22,2187,47,Kerala,March,November,88,Bacterial Blight,Integrated Pest Management,NPK,97,45,
Fonio,CSH 16,Rabi,Black Soil,6.5,Medium,25,1131,85,Rajasthan,September,August,79,Leaf Spot,Chemical Pesticide,Potash,88,84,
Fonio,HD 2967,Annual,Clayey,6,Low,36,1837,77,Rajasthan,July,May,97,Bacterial Blight,Chemical Pesticide,Compost,56,32,
Fonio,Arka Anamika,Rabi,Alluvial,7.5,Low,20,1386,71,Bihar,April,January,65,Rust,Crop Rotation,Nitrogen,118,131,
Fonio,Asha,Zaid,Clayey,7.1,High,31,1124,46,Kerala,May,December,92,Leaf Spot,Chemical Pesticide,Compost,116,34,
Fonio,Pant U 19,Rabi,Alluvial,6,High,29,332,43,Madhya Pradesh,August,August,144,Bacterial Blight,Neem Oil Spray,NPK,61,34,
Fonio,JG 14,Kharif,Loamy,6.3,Low,25,1632,66,Kerala,January,July,200,Blight,Biological Control,Compost,67,68,
Fonio,HHB 67,Rabi,Black Soil,5.5,Low,29,397,65,Kerala,January,April,134,Mildew,Neem Oil Spray,Compost,37,77,
Fonio,RHB 121,Zaid,Clayey,6.8,Medium,37,1207,86,Karnataka,August,December,181,Leaf Spot,Integrated Pest Management,NPK,42,142,
Fonio,Swarna,Rabi,Clayey,6.8,Low,23,1806,63,Haryana,July,April,100,Leaf Spot,Neem Oil Spray,Potash,29,48,
Fonio,Pusa Masoor 5,Zaid,Black Soil,6.4,High,24,304,90,Bihar,March,September,188,Leaf Spot,Chemical Pesticide,Compost,92,116,
Kodo Millet,Pusa Kesar,Kharif,Sandy Loam,6.8,Low,25,1410,89,Odisha,June,November,191,Rust,Chemical Pesticide,Nitrogen,98,35,
Kodo Millet,T 13,Kharif,Alluvial,6.4,High,33,490,86,Haryana,October,December,106,Wilt,Biological Control,Nitrogen,119,62,
Kodo Millet,Co 0238,Rabi,Alluvial,6.8,Medium,30,643,49,Karnataka,February,March,158,Leaf Spot,Biological Control,Compost,76,24,
Kodo Millet,CSH 14,Annual,Loamy,5.6,High,28,1733,57,Telangana,June,April,126,Blight,Crop Rotation,Compost,21,108,
Kodo Millet,Pusa Drumhead,Kharif,Black Soil,6.7,Low,32,981,65,Madhya Pradesh,December,June,154,Leaf Spot,Biological Control,DAP,51,36,
Kodo Millet,Lok 1,Zaid,Black Soil,7.3,High,37,1542,57,Gujarat,September,January,138,Blight,Integrated Pest Management,Potash,51,135,
Kodo Millet,KBSH 1,Annual,Sandy Loam,6,Medium,18,1009,62,Odisha,November,January,190,Wilt,Biological Control,Potash,35,45,
Kodo Millet,Bunny Bt,Rabi,Black Soil,6.4,Low,37,547,53,Odisha,November,May,116,Rust,Neem Oil Spray,DAP,65,83,
Kodo Millet,LBG 20,Rabi,Alluvial,6.1,High,31,1047,88,Telangana,September,December,122,Bacterial Blight,Integrated Pest Management,NPK,48,124,
Kodo Millet,Pusa 256,Rabi,Black Soil,5.9,Low,29,2189,63,Gujarat,October,September,80,Blight,Crop Rotation,DAP,51,65,
Barnyard Millet,Samba Mahsuri,Zaid,Alluvial,6.5,Low,21,1749,89,Telangana,November,June,133,Blight,Biological Control,Potash,103,112,
Barnyard Millet,KBSH 41,Kharif,Sandy Loam,7.7,Low,28,722,68,Andhra Pradesh,March,May,87,Mildew,Crop Rotation,Compost,56,120,
Barnyard Millet,Indaf 9,Annual,Loamy,6.6,Medium,25,1391,48,Gujarat,October,July,63,Mildew,Chemical Pesticide,Potash,57,11,
Barnyard Millet,RD 2552,Zaid,Sandy Loam,6.1,Medium,33,2093,40,Haryana,March,July,72,Blight,Integrated Pest Management,DAP,70,20,
Barnyard Millet,Kufri Bahar,Zaid,Clayey,6.3,High,27,896,67,Andhra Pradesh,October,March,113,Mildew,Chemical Pesticide,Potash,116,13,
Barnyard Millet,HQPM 1,Rabi,Black Soil,5.5,Medium,35,683,48,Madhya Pradesh,February,January,184,Leaf Spot,Biological Control,NPK,116,51,
Barnyard Millet,Pusa Basmati 1121,Rabi,Black Soil,7.1,High,18,1168,63,Madhya Pradesh,August,August,178,Bacterial Blight,Biological Control,NPK,115,69,
Barnyard Millet,Golden Acre,Kharif,Black Soil,6.2,High,35,759,67,Karnataka,July,December,127,Leaf Spot,Neem Oil Spray,Nitrogen,43,41,
Barnyard Millet,CSV 20,Annual,Alluvial,5.6,Low,22,402,48,Uttar Pradesh,February,May,148,Rust,Chemical Pesticide,DAP,49,34,
Barnyard Millet,Arka Nidhi,Rabi,Sandy Loam,6.1,High,23,620,64,Punjab,October,May,70,Wilt,Neem Oil Spray,Compost,77,130,
Brown Top Millet,Pratap Makka 5,Annual,Clayey,6.3,Medium,30,1618,41,Gujarat,December,October,194,Leaf Spot,Biological Control,Compost,69,64,
Brown Top Millet,TMV 7,Zaid,Alluvial,7.4,High,18,1049,90,Haryana,April,August,88,Wilt,Chemical Pesticide,Compost,57,90,
Brown Top Millet,ML 365,Rabi,Alluvial,7.2,Medium,21,1966,53,Andhra Pradesh,October,September,200,Blight,Crop Rotation,NPK,36,112,
Brown Top Millet,MTU1010,Annual,Alluvial,7.5,Low,33,1260,75,Telangana,February,June,78,Blight,Neem Oil Spray,NPK,115,54,
Brown Top Millet,ICPL 87119,Kharif,Loamy,5.5,High,33,1895,86,West Bengal,August,March,104,Leaf Spot,Neem Oil Spray,Potash,44,10,
Brown Top Millet,ADT 43,Rabi,Clayey,5.7,Medium,38,1130,67,Maharashtra,February,September,197,Bacterial Blight,Biological Control,DAP,96,98,
Brown Top Millet,Pusa Snowball,Annual,Alluvial,5.7,High,32,423,57,Haryana,July,August,136,Wilt,Chemical Pesticide,DAP,71,90,
Brown Top Millet,Co 99004,Annual,Loamy,6.4,Low,25,1830,57,Rajasthan,January,July,135,Bacterial Blight,Chemical Pesticide,NPK,60,30,
Brown Top Millet,TC 25,Rabi,Black Soil,7.1,Low,23,732,76,Karnataka,December,March,79,Mildew,Chemical Pesticide,NPK,107,128,
Brown Top Millet,Vijay,Annual,Black Soil,7,Medium,24,1480,73,Odisha,January,October,92,Wilt,Neem Oil Spray,Potash,117,109,
Triticale,JS 95-60,Rabi,Alluvial,6.8,High,35,471,68,Punjab,June,December,123,Mildew,Crop Rotation,DAP,66,121,
Triticale,Pant U 19,Zaid,Clayey,5.8,Medium,18,1821,44,Madhya Pradesh,August,November,119,Blight,Crop Rotation,Nitrogen,114,101,
Triticale,JG 11,Rabi,Sandy Loam,6.4,Medium,24,330,44,Odisha,August,April,158,Blight,Biological Control,DAP,39,116,
Triticale,Pusa Red,Kharif,Clayey,7.2,Low,34,818,73,Bihar,November,January,88,Blight,Integrated Pest Management,Compost,35,129,
Triticale,Bhima Super,Kharif,Loamy,6.9,Low,34,1282,65,Rajasthan,October,April,127,Blight,Integrated Pest Management,Compost,31,147,
Triticale,Vivek QPM 9,Rabi,Sandy Loam,6.6,High,24,1886,76,Rajasthan,August,April,64,Leaf Spot,Chemical Pesticide,DAP,31,81,
Triticale,Pusa Masoor 5,Zaid,Alluvial,5.7,Low,33,1983,51,Kerala,June,September,77,Leaf Spot,Chemical Pesticide,Compost,32,13,
Triticale,Kufri Jyoti,Kharif,Alluvial,6.3,Medium,33,2176,57,Gujarat,July,June,84,Rust,Biological Control,Nitrogen,39,29,
Triticale,DHM 117,Annual,Clayey,6.9,Medium,36,1650,49,Karnataka,June,May,183,Blight,Neem Oil Spray,Nitrogen,111,35,
Triticale,CO 2,Kharif,Loamy,6.1,Medium,33,1194,52,Kerala,November,January,148,Leaf Spot,Chemical Pesticide,DAP,85,50,
Spelt,Nantes,Annual,Alluvial,6.8,Medium,26,1276,80,Karnataka,May,August,176,Blight,Crop Rotation,Potash,119,140,
Spelt,Arka Nidhi,Rabi,Alluvial,6.1,Low,37,591,85,Uttar Pradesh,June,January,118,Leaf Spot,Biological Control,DAP,115,61,
Spelt,MACS 450,Rabi,Black Soil,7.7,High,38,977,56,Punjab,December,July,149,Rust,Biological Control,Nitrogen,37,107,
Spelt,Varsha Uphar,Kharif,Clayey,5.9,Low,38,1435,74,Madhya Pradesh,December,February,176,Blight,Crop Rotation,Potash,59,33,
Spelt,WH 1105,Annual,Loamy,7.2,High,23,1571,84,Kerala,May,August,188,Wilt,Neem Oil Spray,Nitrogen,52,134,
Spelt,Deccan 103,Zaid,Alluvial,7.3,Low,28,2165,65,Telangana,March,April,66,Rust,Neem Oil Spray,NPK,54,12,
Spelt,Pusa Vishal,Zaid,Sandy Loam,7.1,High,26,2113,63,Bihar,February,April,95,Wilt,Integrated Pest Management,Nitrogen,71,24,
Spelt,Kalyan Sona,Zaid,Black Soil,6.6,Medium,37,844,49,Tamil Nadu,March,January,149,Bacterial Blight,Chemical Pesticide,NPK,88,125,
Spelt,CSV 20,Rabi,Black Soil,6.4,High,20,970,42,West Bengal,April,August,137,Leaf Spot,Crop Rotation,Potash,116,68,
Spelt,KBSH 1,Annual,Sandy Loam,7.3,Medium,29,720,55,Bihar,February,June,190,Mildew,Integrated Pest Management,NPK,32,91,
Durum Wheat,Pant U 19,Rabi,Sandy Loam,6.2,Medium,19,1912,53,Kerala,May,May,173,Rust,Crop Rotation,DAP,39,15,
Durum Wheat,Pusa Basmati 1121,Kharif,Sandy Loam,6.8,Low,25,1410,89,Odisha,June,November,191,Rust,Chemical Pesticide,Nitrogen,98,35,
Durum Wheat,TMV 7,Rabi,Black Soil,6.8,Medium,27,463,89,Andhra Pradesh,May,May,96,Bacterial Blight,Neem Oil Spray,DAP,40,130,
Durum Wheat,Pusa Kranti,Annual,Loamy,5.7,Low,18,1294,87,Gujarat,December,February,152,Bacterial Blight,Biological Control,DAP,87,101,
Durum Wheat,Pusa Basmati 1509,Rabi,Clayey,7.6,Low,23,1785,41,Bihar,September,February,161,Leaf Spot,Chemical Pesticide,DAP,102,133,
Durum Wheat,Kadiri 6,Zaid,Loamy,7.5,Medium,38,523,48,Karnataka,February,December,195,Mildew,Biological Control,Nitrogen,69,21,
Durum Wheat,DHM 117,Kharif,Sandy Loam,7.5,Low,19,2019,86,Karnataka,August,August,93,Wilt,Biological Control,DAP,42,60,
Durum Wheat,PBW 343,Kharif,Alluvial,5.8,Low,24,2165,88,Rajasthan,April,February,126,Wilt,Crop Rotation,Potash,108,121,
Durum Wheat,HHB 67,Zaid,Alluvial,7,High,24,1495,53,Bihar,May,September,140,Leaf Spot,Neem Oil Spray,DAP,66,136,
Durum Wheat,Pusa Drumhead,Kharif,Sandy Loam,6.4,Medium,23,1991,65,Telangana,January,July,76,Blight,Neem Oil Spray,Nitrogen,47,44,
Emmer Wheat,KBSH 41,Rabi,Loamy,5.9,Medium,32,2078,58,Karnataka,March,January,194,Bacterial Blight,Integrated Pest Management,DAP,97,36,
Emmer Wheat,Pusa Drumhead,Kharif,Black Soil,6.4,Low,22,2187,47,Kerala,March,November,88,Bacterial Blight,Integrated Pest Management,NPK,97,45,
Emmer Wheat,GPU 45,Annual,Black Soil,6,Medium,25,744,52,Odisha,January,November,102,Rust,Chemical Pesticide,NPK,21,99,
Emmer Wheat,Bunny Bt,Kharif,Sandy Loam,7.2,Low,32,1077,45,Kerala,August,December,188,Rust,Biological Control,NPK,104,52,
Emmer Wheat,Morden,Annual,Loamy,5.9,Medium,34,1221,44,Kerala,November,October,151,Bacterial Blight,Biological Control,Potash,41,114,
Emmer Wheat,Vivek QPM 9,Rabi,Sandy Loam,7.7,Medium,37,1547,69,Punjab,March,May,118,Rust,Integrated Pest Management,Nitrogen,28,113,
Emmer Wheat,Pusa Sawani,Annual,Loamy,7.2,High,24,1901,63,Kerala,December,July,194,Rust,Biological Control,Compost,21,119,
Emmer Wheat,Kufri Chipsona 1,Kharif,Black Soil,7.1,High,38,1325,68,Rajasthan,April,April,94,Wilt,Chemical Pesticide,NPK,66,89,
Emmer Wheat,Arka Rakshak,Rabi,Clayey,7.3,Medium,34,1840,65,Uttar Pradesh,July,July,65,Wilt,Crop Rotation,NPK,40,40,
Emmer Wheat,Lok 1,Rabi,Sandy Loam,5.9,High,36,1156,64,Tamil Nadu,February,July,110,Wilt,Crop Rotation,Nitrogen,49,69,
Kamut,Pratap Makka 5,Zaid,Black Soil,7.5,Low,37,443,60,Maharashtra,November,September,106,Wilt,Integrated Pest Management,Potash,89,123,
Kamut,Mallika Bt,Rabi,Loamy,7.6,Low,35,2041,41,Rajasthan,March,April,119,Rust,Crop Rotation,Nitrogen,100,32,
Kamut,DPL 62,Kharif,Clayey,5.6,High,29,1954,57,Haryana,November,October,174,Bacterial Blight,Chemical Pesticide,Compost,49,39,
Kamut,CSV 15,Rabi,Alluvial,7.2,Medium,23,1749,46,Telangana,May,February,190,Leaf Spot,Chemical Pesticide,NPK,80,109,
Kamut,ICTP 8203,Annual,Black Soil,6,High,25,1641,61,Bihar,October,August,175,Wilt,Neem Oil Spray,NPK,60,149,
Kamut,Kadiri 6,Annual,Loamy,6.5,High,21,1794,83,Telangana,December,February,73,Wilt,Biological Control,Compost,64,143,
Kamut,Morden,Zaid,Black Soil,7.6,Medium,30,1311,54,Punjab,October,May,157,Mildew,Neem Oil Spray,Nitrogen,46,45,
Kamut,CSV 20,Annual,Clayey,5.6,Low,33,2070,46,Odisha,January,February,89,Rust,Integrated Pest Management,Nitrogen,64,100,
Kamut,T 13,Kharif,Sandy Loam,7.7,Medium,19,1938,80,Odisha,December,February,76,Blight,Chemical Pesticide,Compost,37,57,
Kamut,Kufri Chipsona 1,Zaid,Clayey,5.6,High,38,1937,86,Karnataka,February,January,185,Rust,Neem Oil Spray,Nitrogen,24,106,
Sweet Corn,Varsha Uphar,Kharif,Loamy,6.4,High,27,1163,67,Rajasthan,September,March,105,Rust,Biological Control,NPK,60,92,
Sweet Corn,Pusa Kesar,Kharif,Black Soil,6.5,Medium,29,1713,42,Karnataka,August,July,97,Wilt,Chemical Pesticide,Nitrogen,45,126,
Sweet Corn,Mallika Bt,Zaid,Black Soil,6.2,High,19,1028,86,Rajasthan,July,December,152,Leaf Spot,Neem Oil Spray,DAP,52,111,
Sweet Corn,Co 0238,Rabi,Black Soil,6.9,High,27,1462,52,Rajasthan,September,January,175,Bacterial Blight,Chemical Pesticide,NPK,96,70,
Sweet Corn,Pratap Makka 5,Rabi,Loamy,6.3,High,19,953,82,West Bengal,July,January,185,Leaf Spot,Biological Control,Potash,28,23,
Sweet Corn,Pusa Rohini,Kharif,Loamy,6.9,High,18,719,48,Telangana,October,February,163,Mildew,Integrated Pest Management,DAP,59,53,
Sweet Corn,Pusa Red,Annual,Black Soil,6.6,Low,26,1957,76,Gujarat,April,June,134,Rust,Neem Oil Spray,DAP,87,36,
Sweet Corn,Bhima Super,Kharif,Clayey,7.8,Low,21,769,81,Haryana,June,December,97,Wilt,Neem Oil Spray,DAP,85,55,
Sweet Corn,JL 24,Zaid,Alluvial,5.9,Low,27,2096,43,Andhra Pradesh,December,May,80,Bacterial Blight,Crop Rotation,Potash,107,12,
Sweet Corn,GG 20,Zaid,Black Soil,6.7,High,22,715,55,Punjab,January,February,107,Bacterial Blight,Integrated Pest Management,NPK,38,128,
Popcorn,Pusa Kesar,Zaid,Alluvial,7.1,Low,20,1191,59,Odisha,May,October,118,Mildew,Neem Oil Spray,Compost,44,92,
Popcorn,CSH 14,Annual,Black Soil,7.2,High,34,571,46,Gujarat,April,March,154,Blight,Chemical Pesticide,Nitrogen,79,13,
Popcorn,PDM 139,Rabi,Loamy,7,Medium,34,465,47,West Bengal,October,May,67,Mildew,Crop Rotation,Nitrogen,29,95,
Popcorn,ML 365,Kharif,Loamy,7.4,Low,37,329,89,Uttar Pradesh,May,April,196,Leaf Spot,Neem Oil Spray,DAP,72,89,
Popcorn,TMV 7,Rabi,Alluvial,5.8,Medium,34,1045,81,Karnataka,June,March,77,Blight,Biological Control,NPK,103,135,
Popcorn,HD 2967,Kharif,Black Soil,7.4,Medium,36,575,88,Uttar Pradesh,July,January,177,Blight,Chemical Pesticide,Compost,106,111,
Popcorn,ICTP 8203,Zaid,Clayey,7.7,Low,32,1665,46,Haryana,March,May,77,Leaf Spot,Crop Rotation,Nitrogen,79,21,
Popcorn,RCH2 Bt,Zaid,Black Soil,7.3,Medium,37,503,67,Telangana,April,August,117,Rust,Neem Oil Spray,Nitrogen,50,87,
Popcorn,RD 2035,Kharif,Black Soil,6.1,Low,20,786,65,Uttar Pradesh,March,September,130,Mildew,Integrated Pest Management,DAP,33,113,
Popcorn,MTU1010,Annual,Black Soil,5.9,High,18,1277,68,Telangana,June,July,102,Wilt,Integrated Pest Management,DAP,47,50,
Baby Corn,DHM 117,Kharif,Black Soil,7.6,Medium,29,503,49,Uttar Pradesh,May,June,168,Rust,Chemical Pesticide,Potash,58,126,
Baby Corn,Pusa Snowball,Rabi,Black Soil,7.3,Low,28,1222,52,Odisha,January,June,104,Bacterial Blight,Neem Oil Spray,Nitrogen,78,115,
Baby Corn,RD 2035,Zaid,Clayey,6.8,Medium,37,1207,86,Karnataka,August,December,181,Leaf Spot,Integrated Pest Management,NPK,42,142,
Baby Corn,ICTP 8203,Annual,Clayey,6,Low,36,1837,77,Rajasthan,July,May,97,Bacterial Blight,Chemical Pesticide,Compost,56,32,
Baby Corn,CSH 14,Annual,Clayey,5.9,Low,25,1251,76,Telangana,November,July,156,Leaf Spot,Biological Control,Potash,116,117,
Baby Corn,Morden,Zaid,Black Soil,7,High,24,1422,47,Andhra Pradesh,August,December,113,Mildew,Integrated Pest Management,Compost,21,50,
Baby Corn,KBSH 41,Annual,Loamy,6.1,Low,23,390,72,Bihar,July,January,94,Bacterial Blight,Biological Control,NPK,30,84,
Baby Corn,DBW 17,Kharif,Black Soil,6.8,Medium,23,1827,58,Haryana,August,October,133,Blight,Neem Oil Spray,Nitrogen,113,62,
Baby Corn,T9,Kharif,Alluvial,7.1,Low,20,1354,40,Tamil Nadu,December,December,61,Rust,Integrated Pest Management,DAP,20,12,
Baby Corn,NRC 37,Zaid,Black Soil,6.3,High,22,1583,44,Andhra Pradesh,March,October,96,Bacterial Blight,Neem Oil Spray,Potash,69,135,
Stevia,Mallika Bt,Rabi,Clayey,7,Low,28,1345,88,Gujarat,May,November,69,Wilt,Integrated Pest Management,Compost,97,139,
Stevia,Varuna,Rabi,Sandy Loam,7.8,Medium,29,1201,83,Tamil Nadu,January,June,74,Rust,Crop Rotation,Compost,111,100,
Stevia,JS 95-60,Rabi,Loamy,7,High,37,1470,62,Tamil Nadu,February,January,64,Bacterial Blight,Neem Oil Spray,DAP,21,41,
Stevia,JL 24,Rabi,Alluvial,7.7,Low,19,1633,88,Punjab,June,March,153,Mildew,Neem Oil Spray,Compost,60,147,
Stevia,NRC 37,Rabi,Loamy,7.8,High,23,2153,51,Tamil Nadu,April,August,75,Bacterial Blight,Chemical Pesticide,DAP,100,119,
Stevia,Samba Mahsuri,Kharif,Black Soil,6.3,Medium,19,672,58,West Bengal,October,August,87,Bacterial Blight,Biological Control,Nitrogen,50,96,
Stevia,UPAS 120,Annual,Black Soil,7.5,Medium,29,877,60,Bihar,December,June,92,Mildew,Neem Oil Spray,Compost,23,126,
Stevia,Pusa 256,Kharif,Loamy,6.7,Low,31,468,65,Odisha,February,August,184,Mildew,Biological Control,Nitrogen,41,111,
Stevia,Morden,Rabi,Clayey,5.6,Medium,22,1288,52,Maharashtra,October,January,154,Bacterial Blight,Crop Rotation,NPK,115,68,
Stevia,Co 86032,Kharif,Clayey,7,Low,25,669,75,Uttar Pradesh,February,September,90,Leaf Spot,Integrated Pest Management,Compost,81,128,
Patchouli,Kufri Jyoti,Zaid,Clayey,7.7,Low,27,1595,87,Tamil Nadu,June,May,170,Bacterial Blight,Chemical Pesticide,Potash,65,114,
Patchouli,KBSH 41,Rabi,Alluvial,7.5,High,29,495,45,Maharashtra,January,October,181,Blight,Integrated Pest Management,DAP,117,16,
Patchouli,IR64,Zaid,Clayey,6.3,Low,31,467,58,Haryana,July,December,155,Leaf Spot,Chemical Pesticide,NPK,37,76,
Patchouli,Arka Shirish,Zaid,Clayey,6.4,Low,21,362,85,Haryana,November,January,131,Blight,Biological Control,NPK,70,150,
Patchouli,Kadiri 6,Rabi,Loamy,6.3,High,19,953,82,West Bengal,July,January,185,Leaf Spot,Biological Control,Potash,28,23,
Patchouli,HQPM 1,Annual,Black Soil,7.3,Medium,30,1786,75,Tamil Nadu,December,September,182,Wilt,Biological Control,Compost,108,149,
Patchouli,ICPL 87119,Rabi,Sandy Loam,7,Low,28,757,65,Andhra Pradesh,November,August,151,Blight,Chemical Pesticide,Potash,99,143,
Patchouli,RD 2552,Zaid,Loamy,5.6,High,24,1288,54,Bihar,December,October,183,Blight,Biological Control,NPK,81,147,
Patchouli,GHB 558,Rabi,Black Soil,7.4,Low,26,457,61,Telangana,January,July,105,Mildew,Chemical Pesticide,Nitrogen,97,144,
Patchouli,Pusa Vishal,Kharif,Alluvial,7.8,Medium,28,354,88,West Bengal,December,January,174,Bacterial Blight,Chemical Pesticide,Nitrogen,21,97,
Vetiver,DBW 17,Annual,Black Soil,5.9,Low,31,2116,48,Karnataka,February,January,128,Blight,Biological Control,Potash,115,138,
Vetiver,Kufri Pukhraj,Zaid,Black Soil,5.8,Medium,34,1861,58,Rajasthan,March,September,76,Mildew,Crop Rotation,Nitrogen,94,88,
Vetiver,Bunny Bt,Annual,Alluvial,7.7,Medium,34,1610,43,Tamil Nadu,November,July,156,Mildew,Crop Rotation,Nitrogen,67,124,
Vetiver,PDM 139,Rabi,Black Soil,6.5,Medium,38,987,69,Odisha,June,November,66,Rust,Integrated Pest Management,Potash,85,79,
Vetiver,Pant Shubhra,Rabi,Clayey,7.6,Low,20,1246,49,Kerala,December,August,156,Mildew,Crop Rotation,Potash,103,128,
Vetiver,MACS 450,Kharif,Alluvial,6.6,High,31,1563,90,Madhya Pradesh,October,May,167,Leaf Spot,Chemical Pesticide,Potash,42,19,
Vetiver,RD 2552,Rabi,Loamy,6,High,22,1550,60,Andhra Pradesh,August,September,86,Wilt,Biological Control,Potash,112,71,
Vetiver,Kufri Bahar,Kharif,Black Soil,5.9,Medium,38,834,86,Uttar Pradesh,June,January,162,Mildew,Neem Oil Spray,Compost,104,26,
Vetiver,ICPL 87119,Kharif,Loamy,7.6,Low,25,1435,42,Odisha,July,May,130,Leaf Spot,Biological Control,NPK,90,89,
Vetiver,Co 99004,Kharif,Black Soil,7.8,High,38,1250,55,Maharashtra,February,August,171,Mildew,Neem Oil Spray,Potash,82,32,
Citronella,Kufri Pukhraj,Annual,Sandy Loam,7.6,Medium,25,1620,64,Uttar Pradesh,June,December,104,Leaf Spot,Integrated Pest Management,Compost,35,135,
Citronella,Bhima Super,Annual,Loamy,6.6,Medium,25,1391,48,Gujarat,October,July,63,Mildew,Chemical Pesticide,Potash,57,11,
Citronella,Ganga 5,Zaid,Black Soil,7.6,Low,34,945,63,Andhra Pradesh,August,June,96,Mildew,Chemical Pesticide,DAP,60,12,
Citronella,JL 24,Rabi,Black Soil,5.8,Low,31,439,77,Karnataka,April,September,192,Leaf Spot,Chemical Pesticide,Nitrogen,67,139,
